title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date
Lovely 4 Bedroom Semi Detached Duplex,Lovely 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,180000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
Luxury 4 Bedroom Terraced Duplex,Luxury 4 Bedroom Terraced Duplex/House FOR Sale,Ikoyi Lagos,850000000,4.0,4.0,,14 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Semi Detached Duplex,Lovely 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,190000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Terraced Duplex,Lovely 4 Bedroom Terraced Duplex/House FOR Sale,Orchid Lekki Lagos,115000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
Brand New Smart Home With Parking For 10 Cars In Omole,Brand New Smart Home With Parking For 10 Cars In Omole/House FOR SALE,Omole Phase 1 Ikeja Lagos Ikeja Lagos,600000000,5.0,6.0,,15 May 2025,11 Nov 2025
Stunning 4 Bedroom Penthouse,Stunning 4 Bedroom Penthouse/House FOR Sale,Victoria Island Lagos,550000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
Lovely 3 Bedroom Terraced Duplex,Lovely 3 Bedroom Terraced Duplex/House FOR Sale,Orchid Lekki Lagos,130000000,3.0,3.0,,21 Oct 2025,11 Nov 2025
Lovely 5 Bedroom Detached Duplex,Lovely 5 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,300000000,4.0,4.0,,12 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Ikate Lekki Lagos,300000000,4.0,4.0,,07 Oct 2025,11 Nov 2025
Massive 4 Bedroom Terraced Duplex,Massive 4 Bedroom Terraced Duplex/House FOR Sale,Ikoyi Lagos,1400000000,4.0,4.0,,19 Oct 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,Ikate Lekki Lagos,140000000,2.0,2.0,,23 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Chevron Lekki Lagos,200000000,4.0,4.0,,23 Oct 2025,11 Nov 2025
3 Bedroom Maisonette With Bq,3 Bedroom Maisonette With Bq/House FOR Sale,Ikoyi Lagos,1000000000,3.0,3.0,,23 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Lekki Phase 1 Lekki Lagos,750000000,5.0,5.0,,19 Oct 2025,11 Nov 2025
4 Bedroom Fully Detached Duplex,4 Bedroom Fully Detached Duplex/House FOR SALE,Victory Park Estate Lekki Phase 1 Lekki Lagos,780000000,4.0,4.0,,18 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Lekki Phase 1 Lekki Lagos,850000000,5.0,5.0,,19 Oct 2025,11 Nov 2025
Massive 6 Bedroom Detached Duplex,Massive 6 Bedroom Detached Duplex/House FOR Sale,Ikate Lekki Lagos,2000000000,6.0,6.0,,19 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ajah Lagos,145000000,4.0,4.0,,08 Oct 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,220000000,4.0,4.0,,21 Oct 2025,11 Nov 2025
3 Bedroom Semi Detached Duplex,3 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,160000000,3.0,3.0,,22 Oct 2025,11 Nov 2025
Stunning 4 Bedroom Detached Duplex,Stunning 4 Bedroom Detached Duplex/House FOR Sale,Ikate Lekki Lagos,300000000,4.0,4.0,,21 Oct 2025,11 Nov 2025
Lovely 2 Bedroom Apartment,Lovely 2 Bedroom Apartment/House FOR Sale,Victoria Island Lagos,450000000,2.0,2.0,,19 Oct 2025,11 Nov 2025
Lovely 5 Bedroom Detached Duplex,Lovely 5 Bedroom Detached Duplex/House FOR Sale,Ikate Lekki Lagos,980000000,5.0,5.0,,19 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Detached Duplex,Lovely 4 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,280000000,4.0,4.0,,12 Oct 2025,11 Nov 2025
Stunning 3 Bedroom Terrace Duplex,Stunning 3 Bedroom Terrace Duplex/House FOR Sale,Orchid Lekki Lagos,95000000,3.0,3.0,,23 Oct 2025,11 Nov 2025
Lovely 3 Bedroom Maisonette,Lovely 3 Bedroom Maisonette/House FOR Sale,"Freedom Way, Lekki Lagos",350000000,3.0,3.0,,20 Oct 2025,11 Nov 2025
2 Bedroom Premium Apartment With Ocean View,2 Bedroom Premium Apartment With Ocean View/Flat / Apartment FOR SALE,"Remi Olowude Street, Oniru Victoria Island Lagos",680000000,2.0,2.0,,05 Oct 2025,11 Nov 2025
Affordable 2 Bedroom Apartment,Affordable 2 Bedroom Apartment/House FOR Sale,Ikate Lekki Lagos,220000000,2.0,2.0,,14 Oct 2025,11 Nov 2025
Contemporary 4 Bedroom Semi Detached Duplex,Contemporary 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,200000000,4.0,4.0,,12 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,200000000,4.0,4.0,,22 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Terraced Duplex,Lovely 4 Bedroom Terraced Duplex/House FOR Sale,Orchid Lekki Lagos,115000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Victory Park Estate Osapa London Lekki Lagos,1000000000,4.0,4.0,,09 Oct 2025,11 Nov 2025
Lovely 2 Bedroom Apartment,Lovely 2 Bedroom Apartment/House FOR Sale,Lekki Phase 1 Lekki Lagos,190000000,2.0,2.0,,21 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Chevron Lekki Lagos,600000000,5.0,5.0,,08 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Idado Lekki Lagos,260000000,5.0,5.0,,08 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With Bq,4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Ikate Lekki Lagos,300000000,4.0,4.0,,23 Oct 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR SALE,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",2167692/month,4.0,4.0,,05 Aug 2025,11 Nov 2025
Spacious 5 Bedroom Detached Duplex,Spacious 5 Bedroom Detached Duplex/House FOR Sale,Ajah Lagos,250000000,5.0,5.0,,09 Oct 2025,11 Nov 2025
Contemporary 4 Bedroom Semi Detached Duplex,Contemporary 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,180000000,4.0,4.0,,12 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ajah Lagos,140000000,4.0,4.0,,02 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With Bq,4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Ikota Lekki Lagos,200000000,4.0,4.0,,21 Oct 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,Ikate Lekki Lagos,95000000,2.0,2.0,,22 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Terraced Duplex,Lovely 4 Bedroom Terraced Duplex/House FOR Sale,Ikate Lekki Lagos,350000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Ajah Lagos,280000000,5.0,5.0,,30 Sep 2025,11 Nov 2025
Stunning 4 Bedroom Semi Detached Duplex,Stunning 4 Bedroom Semi Detached Duplex/House FOR Sale,Ologolo Lekki Lagos,200000000,4.0,4.0,,09 Oct 2025,11 Nov 2025
Lovely 3 Bedroom Apartment,Lovely 3 Bedroom Apartment/House FOR Sale,Ikate Lekki Lagos,195000000,3.0,3.0,,20 Oct 2025,11 Nov 2025
Stunning 4 Bedroom Terraced Duplex,Stunning 4 Bedroom Terraced Duplex/House FOR Sale,Ikoyi Lagos,1400000000,4.0,4.0,,14 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Orchid Lekki Lagos,130000000,4.0,4.0,,23 Oct 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat / Apartment FOR SALE,Lekki Phase 1 Lekki Lagos,220000000,2.0,,,15 Aug 2025,11 Nov 2025
Massive 5 Bedroom Detached Duplex,Massive 5 Bedroom Detached Duplex/House FOR Sale,Megamound Estate Ikota Lekki Lagos,550000000,5.0,5.0,,19 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Terraced Duplex,Lovely 4 Bedroom Terraced Duplex/House FOR Sale,Orchid Lekki Lagos,180000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Lekki Phase 1 Lekki Lagos,820000000,5.0,5.0,,07 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,180000000,4.0,4.0,,08 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Semi Detached Duplex,Lovely 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,250000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
Lovely 3 Bedroom Apartment,Lovely 3 Bedroom Apartment/House FOR Sale,Lekki Phase 1 Lekki Lagos,300000000,,3.0,,20 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Detached Duplex,Lovely 4 Bedroom Detached Duplex/House FOR Sale,Orchid Lekki Lagos,300000000,4.0,4.0,,21 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Chevron Lekki Lagos,500000000,5.0,5.0,,21 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Semi Detached Duplex,Lovely 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,170000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
2 Bedroom Apartment With Gym Pool Elevator,2 Bedroom Apartment With Gym Pool Elevator/Flat / Apartment FOR SALE,Ikota Lekki Phase 2 Lekki Lagos,140000000,2.0,2.0,,18 Oct 2025,11 Nov 2025
Lovely 2 Bedroom Apartment,Lovely 2 Bedroom Apartment/House FOR Sale,Ikate Lekki Lagos,180000000,2.0,2.0,,20 Oct 2025,11 Nov 2025
Lovely 2 Bedroom Apartment,Lovely 2 Bedroom Apartment/House FOR Sale,Victoria Island Lagos,380000000,2.0,2.0,,19 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,New Road Lekki Lagos,150000000,4.0,4.0,,22 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex With Bq,4 Bedroom Terrace Duplex With Bq/House FOR Sale,Ikate Lekki Lagos,250000000,4.0,4.0,,23 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Ikate Lekki Lagos,420000000,5.0,5.0,,07 Oct 2025,11 Nov 2025
3 Bedroom Terrace Duplex,3 Bedroom Terrace Duplex/House FOR Sale,Ikota Lekki Lagos,120000000,3.0,3.0,,22 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Orchid Lekki Lagos,350000000,5.0,5.0,,21 Oct 2025,11 Nov 2025
Spacious 4 Bedroom Semi Detached Duplex,Spacious 4 Bedroom Semi Detached Duplex/House FOR Sale,Ajah Lagos,140000000,4.0,4.0,,09 Oct 2025,11 Nov 2025
Luxury 5 Bedroom Detached Duplex,Luxury 5 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,350000000,5.0,5.0,,12 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Chevron Lekki Lagos,600000000,5.0,5.0,,02 Nov 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,Ikate Lekki Lagos,130000000,2.0,2.0,,22 Oct 2025,11 Nov 2025
Complex Of 30 Shops,Complex Of 30 Shops/Commercial Property FOR SALE,Gate Iwo Road Iwo Rd Ibadan Oyo,500000000,,,,20 Aug 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With Bq,4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Orchid Lekki Lagos,210000000,4.0,4.0,,21 Oct 2025,11 Nov 2025
Contemporary 5 Bedroom Detached Duplex,Contemporary 5 Bedroom Detached Duplex/House FOR Sale,Ajah Lagos,300000000,5.0,5.0,,09 Oct 2025,11 Nov 2025
Lovely 4 Bedroom Semi Detached Duplex,Lovely 4 Bedroom Semi Detached Duplex/House FOR Sale,Orchid Lekki Lagos,210000000,4.0,4.0,,20 Oct 2025,11 Nov 2025
Lovely 2 Bedroom Apartment,Lovely 2 Bedroom Apartment/House FOR Sale,Lekki Phase 1 Lekki Lagos,200000000,2.0,2.0,,19 Oct 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Chevron Lekki Lagos,750000000,5.0,5.0,,19 Oct 2025,11 Nov 2025
Lovely 3 Bedroom Apartment,Lovely 3 Bedroom Apartment/House FOR Sale,Victoria Island Lagos,480000000,3.0,3.0,,19 Oct 2025,11 Nov 2025
Lovely 2 Bedroom Apartment,Lovely 2 Bedroom Apartment/House FOR Sale,Orchid Lekki Lagos,90000000,2.0,2.0,,21 Oct 2025,11 Nov 2025
Beautiful 4 Bedroom Penthouse,Beautiful 4 Bedroom Penthouse/House FOR Sale,Victoria Island Lagos,960000000,4.0,4.0,,19 Oct 2025,11 Nov 2025
Lovely 6 Bedroom Detached Duplex,Lovely 6 Bedroom Detached Duplex/House FOR Sale,Ikate Lekki Lagos,700000000,5.0,5.0,,19 Oct 2025,11 Nov 2025
New 4 Bedroom Terraced Duplex,New 4 Bedroom Terraced Duplex/House FOR SALE,"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",300000000,4.0,5.0,,16 Oct 2025,11 Nov 2025
Stunning 5 Bedroom Detached Duplex,Stunning 5 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,370000000,5.0,5.0,,12 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,180000000,4.0,4.0,,22 Oct 2025,11 Nov 2025
New 4 Bedroom Terraced Duplex,New 4 Bedroom Terraced Duplex/House FOR Sale,"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",300000000,4.0,5.0,,16 Oct 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,Ologolo Lekki Lagos,130000000,2.0,2.0,,23 Oct 2025,11 Nov 2025
Lovely 5 Bedroom Detached Duplex,Lovely 5 Bedroom Detached Duplex/House FOR Sale,Orchid Lekki Lagos,350000000,5.0,5.0,,21 Oct 2025,11 Nov 2025
5 Bedroom Semi Detached House,5 Bedroom Semi Detached House/House FOR Sale,Ikate Lekki Lagos,900000000,5.0,6.0,,24 Sep 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Ikate Lekki Lagos,980000000,5.0,6.0,,09 Oct 2025,11 Nov 2025
4 Bedroom Penthouse With Bq,4 Bedroom Penthouse With Bq/Flat Apartment FOR Sale,Victoria Island Lagos,1000000000,4.0,5.0,,09 Oct 2025,11 Nov 2025
1 Bedroom Apartment,1 Bedroom Apartment/Flat Apartment FOR Sale,Victoria Island Lagos,130000000,1.0,2.0,,24 Sep 2025,11 Nov 2025
5 Bedroom Terraced Duplex With Pool/gym,5 Bedroom Terraced Duplex With Pool/gym/House FOR Sale,Ikoyi Lagos,1400000000,5.0,6.0,,21 Oct 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Oniru Victoria Island Lagos,295000000,2.0,3.0,,21 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR SALE,Ikoyi Lagos,1200000000,4.0,4.0,,28 Oct 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Lekki Phase 1 Lekki Lagos,1300000000,5.0,6.0,,26 Sep 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex With Bq,5 Bedroom Fully Detached Duplex With Bq/House FOR Sale,Ikota Lekki Lagos,420000000,5.0,6.0,,09 Oct 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex With Bq,5 Bedroom Fully Detached Duplex With Bq/House FOR Sale,Ikoyi Lagos,2300000000,5.0,6.0,,21 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Semi Detached Duplex,Newly Built 4 Bedroom Semi Detached Duplex/House FOR Sale,Chevron Lekki Lagos,260000000,4.0,5.0,,09 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Orchid Lekki Lagos,500000000,5.0,6.0,,24 Sep 2025,11 Nov 2025
Contemporary 6 Bedroom Detached Duplex,Contemporary 6 Bedroom Detached Duplex/House FOR Sale,Chevron Lekki Lagos,750000000,6.0,7.0,,26 Sep 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Victoria Island Lagos,200000000,2.0,3.0,,24 Sep 2025,11 Nov 2025
400.628sqm Land,400.628sqm Land/Land FOR Sale,"Megamound Estate, Lekki Lagos",240000000,,,,28 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Detached Duplex With Bq,Newly Built 4 Bedroom Detached Duplex With Bq/House FOR Sale,Allen Avenue Ikeja Lagos,470000000,4.0,,,28 Oct 2025,11 Nov 2025
4 Bedroom Maisonette,4 Bedroom Maisonette/House FOR SALE,Lekki Phase 1 Lekki Lagos,400000000,4.0,,,08 Sep 2025,11 Nov 2025
"1,350sqm Land","1,350sqm Land/Land FOR Sale",Atunranse Estate Gbagada Lagos,400000000,,,,28 Oct 2025,11 Nov 2025
Land Measuring 680sqm,Land Measuring 680sqm/Land FOR Sale,Chevy View Estate Lekki Lagos,300000000,,,,27 Oct 2025,11 Nov 2025
Blocks Of Flats,Blocks Of Flats/Flat Apartment FOR Sale,"O Mark Bus Stop , Off Igando Lasu Road, Ikotun Igando Lagos",140000000,4.0,,,27 Oct 2025,11 Nov 2025
4 Bedroom Flat,4 Bedroom Flat/Flat Apartment FOR Sale,"Lsdpc, Adekunle Yaba Lagos",85000000,4.0,,,27 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Detached Duplex With Bq,Newly Built 4 Bedroom Detached Duplex With Bq/House FOR Sale,Allen Avenue Ikeja Lagos,470000000,4.0,,,28 Oct 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR Sale,Lekki Phase 1 Lekki Lagos,450000000,4.0,,,28 Oct 2025,11 Nov 2025
3 Bedroom Detached Bungalow+ Bq,3 Bedroom Detached Bungalow+ Bq/House FOR Sale,"Afin Iyanu, Off Ologuneru, Ibadan Oyo",60000000,3.0,,,27 Oct 2025,11 Nov 2025
400.628sqm Land,400.628sqm Land/Land FOR Sale,"Megamound Estate, Lekki Lagos",240000000,,,,28 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With Bq,4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Ikota Lekki Lagos,125000000,4.0,4.0,,08 Nov 2025,11 Nov 2025
5 Bedroom Detached Villa With Bq,5 Bedroom Detached Villa With Bq/House FOR Sale,Old Ikoyi Ikoyi Lagos,$ 5000000,5.0,5.0,,07 Nov 2025,11 Nov 2025
3 Bedroom Apartment With Bq,3 Bedroom Apartment With Bq/Flat Apartment FOR Sale,Ikoyi Lagos,$ 850000,3.0,3.0,,08 Nov 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR SALE,Life Camp Abuja,47500000,2.0,2.0,,03 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Omole Phase 1 Ojodu Lagos,700000000,5.0,5.0,,06 Nov 2025,11 Nov 2025
4 Bedroom Massionette With Bq,4 Bedroom Massionette With Bq/House FOR Sale,Ikoyi Lagos,$ 3000000,4.0,4.0,,08 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex,Newly Built 5 Bedroom Detached Duplex/House FOR Sale,Ikeja Gra Ikeja Lagos,1000000000,5.0,5.0,,06 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Bq,Newly Built 5 Bedroom Detached Duplex With Bq/House FOR Sale,Lekki Phase 1 Lekki Lagos,1500000000,5.0,5.0,,05 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Bq,Newly Built 5 Bedroom Detached Duplex With Bq/House FOR Sale,Lekki Lagos,550000000,5.0,5.0,,10 Nov 2025,11 Nov 2025
Luxury 2 Bedroom Apartment With Pool,Luxury 2 Bedroom Apartment With Pool/Flat Apartment FOR Sale,Ologolo Lekki Lagos,135000000,2.0,2.0,,10 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Pool,Newly Built 5 Bedroom Detached Duplex With Pool/House FOR Sale,Ajah Lagos,220000000,5.0,5.0,,10 Nov 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Ogudu Gra Ogudu Lagos,670000000,5.0,5.0,,06 Nov 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Lekki Phase 1 Lekki Lagos,280000000,2.0,2.0,,06 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Fully Detached Duplex,Newly Built 5 Bedroom Fully Detached Duplex/House FOR SALE,Ikota Lekki Lagos,150000000,4.0,4.0,,27 Oct 2025,11 Nov 2025
Newly Built 3 Bedroom Apartment With Bq,Newly Built 3 Bedroom Apartment With Bq/Flat Apartment FOR Sale,Lekki Phase 1 Lekki Lagos,350000000,3.0,3.0,,05 Nov 2025,11 Nov 2025
5 Bedroom Detached Villa With Bq,5 Bedroom Detached Villa With Bq/House FOR Sale,Old Ikoyi Ikoyi Lagos,$ 4500000,5.0,5.0,,08 Nov 2025,11 Nov 2025
Newly Built 4 Bedroom Semi Detached Duplex With Lounge,Newly Built 4 Bedroom Semi Detached Duplex With Lounge/House FOR Sale,Ajah Lagos,150000000,4.0,4.0,,10 Nov 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Chevron Lekki Lagos,600000000,5.0,5.0,,05 Nov 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Old Ikoyi Ikoyi Lagos,$ 4000000,5.0,5.0,,08 Nov 2025,11 Nov 2025
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Sale,Lekki Phase 1 Lekki Lagos,360000000,3.0,3.0,,06 Nov 2025,11 Nov 2025
Newly Built 4 Bedroom Semi Detached Duplex,Newly Built 4 Bedroom Semi Detached Duplex/House FOR Sale,Ikeja Gra Ikeja Lagos,750000000,4.0,4.0,,06 Nov 2025,11 Nov 2025
Luxury 5 Bedroom Detached Duplex With Bq,Luxury 5 Bedroom Detached Duplex With Bq/House FOR Sale,Banana Island Ikoyi Lagos,3500000000,5.0,5.0,,10 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Bq,Newly Built 5 Bedroom Detached Duplex With Bq/House FOR Sale,Lekki Lagos,380000000,5.0,5.0,,10 Nov 2025,11 Nov 2025
Beautiful Luxury 2 Bedroom Apartment With Pool,Beautiful Luxury 2 Bedroom Apartment With Pool/Flat Apartment FOR Sale,Ologolo Lekki Lagos,130000000,2.0,2.0,,10 Nov 2025,11 Nov 2025
2 Bedroom Ultra Luxury Apartment,2 Bedroom Ultra Luxury Apartment/Flat Apartment FOR Sale,Ikoyi Lagos,$ 600000,2.0,2.0,,08 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Semi Detached Duplex With Bq,Newly Built 5 Bedroom Semi Detached Duplex With Bq/House FOR SALE,Banana Island Ikoyi Lagos,1700000000,5.0,5.0,,03 Oct 2025,11 Nov 2025
Luxury 5 Bedroom Detached Duplex With Bq,Luxury 5 Bedroom Detached Duplex With Bq/House FOR Sale,Adeniyi Jones Ikeja Lagos,670000000,5.0,5.0,,07 Nov 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Banana Island Ikoyi Lagos,7190000000,5.0,5.0,,06 Nov 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Magodo Gra Phase 2 Kosofe Ikosi Lagos,750000000,5.0,5.0,,06 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Bq,Newly Built 5 Bedroom Detached Duplex With Bq/House FOR Sale,Ikate Lekki Lagos,800000000,5.0,5.0,,10 Nov 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,Ikate Lekki Lagos,750000000,5.0,5.0,,08 Nov 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR Sale,Ogba Lagos,280000000,4.0,4.0,,06 Nov 2025,11 Nov 2025
Luxury 1 Bedroom House,Luxury 1 Bedroom House/House FOR Sale,Ibeju Lekki Lagos,65000000,1.0,1.0,,05 Nov 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex,Newly Built 5 Bedroom Detached Duplex/House FOR Sale,Ikeja Gra Ikeja Lagos,1200000000,5.0,5.0,,06 Nov 2025,11 Nov 2025
Newly Built 4 Bedroom Semi Detached Duplex With Bq,Newly Built 4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Ajah Lagos,150000000,4.0,4.0,,10 Nov 2025,11 Nov 2025
1000sqm Virgin Land,1000sqm Virgin Land/Land FOR SALE,Orange Island Phase 2 Lekki Phase 1 Lekki Lagos,580000000,,,,22 Jul 2025,11 Nov 2025
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Sale,By Dunamis Durumi Abuja,75000000,2.0,2.0,,25 Jul 2025,11 Nov 2025
Land,Land/Land FOR Sale,"Gra Naf Valley Estate, Asokoro Abuja",400000000,,,,30 Oct 2025,11 Nov 2025
Land,Land/Land FOR Sale,Eagle Crest Estate Jukwoyi Abuja,3000000,,,,04 Nov 2025,11 Nov 2025
Newly Built 3 Bedroom Flat With Bq,Newly Built 3 Bedroom Flat With Bq/Flat Apartment FOR Sale,Not Far From Gudu Junction Apo Abuja,170000000,3.0,3.0,,24 Sep 2025,11 Nov 2025
